,NAME,Total Population,Pop White Alone,Pop Black Alone,Pop Hispanic or Latino,Median Household Income,Edu Bachelors or Higher,Age 65-66,Age 67-69,Age 70-74,Age 75-79,Age 80-84,Age 85 Plus,Age 18-19,Age 20,Age 21,Age 22-24,Owner Occupied Units,Renter Occupied Units,Foreign Born Pop,state,county,year
375,"Wexford County, Michigan",33433.0,31720.0,287.0,688.0,50335.0,3147.0,434.0,650.0,802.0,490.0,320.0,354.0,330.0,123.0,134.0,693.0,10382.0,2830.0,144.0,26,165,2020
376,"Cheboygan County, Michigan",25435.0,23484.0,149.0,385.0,49624.0,2596.0,543.0,709.0,820.0,530.0,508.0,268.0,291.0,144.0,204.0,266.0,9425.0,1794.0,119.0,26,031,2020
377,"Clinton County, Michigan",78957.0,72854.0,1475.0,3658.0,72490.0,11057.0,1040.0,1366.0,1552.0,1089.0,574.0,646.0,925.0,724.0,506.0,1373.0,24790.0,5392.0,1149.0,26,037,2020
378,"Dickinson County, Michigan",25373.0,24249.0,157.0,414.0,51704.0,3032.0,369.0,498.0,708.0,469.0,277.0,355.0,250.0,211.0,87.0,380.0,9125.0,2366.0,120.0,26,043,2020
379,"Emmet County, Michigan",33175.0,30043.0,236.0,602.0,55947.0,4975.0,619.0,675.0,871.0,766.0,314.0,221.0,345.0,182.0,211.0,611.0,10540.0,3657.0,246.0,26,047,2020
380,"Gogebic County, Michigan",14715.0,13470.0,463.0,235.0,38625.0,1494.0,226.0,452.0,484.0,274.0,208.0,236.0,172.0,158.0,79.0,211.0,5348.0,1548.0,68.0,26,053,2020
381,"Hillsdale County, Michigan",45707.0,43944.0,285.0,1100.0,51535.0,3522.0,674.0,733.0,1147.0,888.0,443.0,273.0,700.0,395.0,306.0,787.0,14076.0,4104.0,228.0,26,059,2020
382,"Ingham County, Michigan",290923.0,214440.0,34322.0,23205.0,55253.0,37274.0,2540.0,4115.0,4470.0,2917.0,1435.0,1795.0,8007.0,5428.0,4769.0,9297.0,66879.0,46799.0,16852.0,26,065,2020
383,"Iosco County, Michigan",25213.0,23945.0,179.0,618.0,42628.0,1879.0,511.0,837.0,767.0,688.0,435.0,329.0,222.0,136.0,88.0,361.0,9509.0,2263.0,230.0,26,069,2020
384,"Jackson County, Michigan",158174.0,137233.0,12461.0,5759.0,54511.0,16613.0,2228.0,2358.0,3438.0,1957.0,1475.0,1292.0,1966.0,1187.0,1288.0,2892.0,46231.0,15985.0,1625.0,26,075,2020
385,"Kent County, Michigan",652617.0,510479.0,61191.0,70152.0,65722.0,103846.0,5801.0,9022.0,9706.0,6095.0,4721.0,4012.0,8473.0,4075.0,4171.0,14151.0,172222.0,72573.0,32147.0,26,081,2020
386,"Lapeer County, Michigan",87975.0,83169.0,1022.0,4247.0,65197.0,7755.0,1045.0,1544.0,2317.0,1381.0,796.0,475.0,1198.0,500.0,625.0,1520.0,28980.0,5061.0,1327.0,26,087,2020
387,"Lenawee County, Michigan",98310.0,91077.0,2216.0,8119.0,57314.0,9123.0,1229.0,1786.0,2226.0,1368.0,998.0,682.0,1416.0,591.0,826.0,2028.0,30116.0,8577.0,1234.0,26,091,2020
388,"Mackinac County, Michigan",10781.0,8006.0,373.0,209.0,50058.0,1185.0,230.0,262.0,403.0,308.0,171.0,125.0,83.0,81.0,58.0,213.0,3848.0,1420.0,258.0,26,097,2020
389,"Marquette County, Michigan",66403.0,61712.0,1027.0,1052.0,54585.0,10663.0,997.0,1249.0,1616.0,825.0,584.0,836.0,1173.0,777.0,884.0,2016.0,19435.0,7742.0,562.0,26,103,2020
390,"Menominee County, Michigan",22902.0,21551.0,127.0,437.0,48548.0,2061.0,442.0,547.0,574.0,527.0,326.0,268.0,238.0,59.0,187.0,365.0,8154.0,2249.0,97.0,26,109,2020
391,"Missaukee County, Michigan",15075.0,14421.0,69.0,462.0,47370.0,1162.0,205.0,297.0,429.0,290.0,198.0,93.0,168.0,122.0,63.0,246.0,4940.0,1254.0,150.0,26,113,2020
392,"Montmorency County, Michigan",9270.0,8938.0,25.0,129.0,42160.0,701.0,180.0,325.0,408.0,267.0,142.0,145.0,79.0,57.0,22.0,91.0,3848.0,642.0,19.0,26,119,2020
393,"Oakland County, Michigan",1255340.0,926699.0,166988.0,53779.0,81587.0,242679.0,15302.0,18566.0,23831.0,15377.0,9760.0,9797.0,14215.0,7052.0,6249.0,25150.0,363025.0,146564.0,77158.0,26,125,2020
394,"Ontonagon County, Michigan",5802.0,5568.0,26.0,91.0,41776.0,500.0,162.0,202.0,289.0,193.0,176.0,57.0,46.0,24.0,15.0,72.0,2489.0,334.0,21.0,26,131,2020
395,"Otsego County, Michigan",24613.0,23476.0,194.0,442.0,55917.0,2973.0,454.0,508.0,558.0,419.0,248.0,263.0,301.0,146.0,155.0,355.0,7736.0,2249.0,135.0,26,137,2020
396,"Presque Isle County, Michigan",12687.0,12237.0,61.0,189.0,48734.0,1203.0,283.0,420.0,473.0,415.0,236.0,160.0,100.0,43.0,54.0,167.0,5256.0,667.0,46.0,26,141,2020
397,"St. Clair County, Michigan",159285.0,148453.0,3767.0,5531.0,58722.0,13453.0,2274.0,2818.0,3581.0,2390.0,1265.0,1349.0,1946.0,955.0,1132.0,2729.0,51845.0,13823.0,1552.0,26,147,2020
398,"Schoolcraft County, Michigan",8031.0,6924.0,39.0,94.0,48443.0,808.0,187.0,279.0,238.0,208.0,79.0,93.0,49.0,20.0,18.0,172.0,3078.0,597.0,28.0,26,153,2020
399,"Van Buren County, Michigan",75416.0,64514.0,2810.0,8753.0,56652.0,6957.0,1003.0,1466.0,1659.0,1004.0,627.0,625.0,945.0,452.0,311.0,1399.0,23188.0,6694.0,2285.0,26,159,2020
400,"Anson County, North Carolina",24430.0,11540.0,11990.0,1002.0,39799.0,1391.0,360.0,422.0,509.0,327.0,175.0,179.0,409.0,6.0,118.0,462.0,6556.0,3247.0,393.0,37,007,2020
401,"Beaufort County, North Carolina",47160.0,33548.0,11607.0,3767.0,48051.0,4301.0,576.0,952.0,1616.0,903.0,482.0,480.0,415.0,309.0,464.0,538.0,14600.0,5619.0,1144.0,37,013,2020
402,"Brunswick County, North Carolina",137303.0,115159.0,12919.0,6690.0,59763.0,20654.0,2727.0,4899.0,6362.0,4037.0,1520.0,1181.0,1069.0,493.0,416.0,1790.0,48090.0,11326.0,2118.0,37,019,2020
403,"Cabarrus County, North Carolina",211605.0,146344.0,39530.0,22444.0,71177.0,29881.0,1597.0,2536.0,3662.0,1882.0,1133.0,1305.0,2542.0,1073.0,1557.0,3422.0,53160.0,19683.0,9575.0,37,025,2020
404,"Carteret County, North Carolina",69301.0,61715.0,3418.0,3011.0,57871.0,8961.0,1034.0,1460.0,2496.0,1496.0,872.0,662.0,720.0,219.0,622.0,885.0,21537.0,8523.0,887.0,37,031,2020
405,"Chatham County, North Carolina",72853.0,57630.0,8598.0,8794.0,69799.0,12694.0,986.0,1860.0,1789.0,1368.0,670.0,1202.0,662.0,359.0,151.0,889.0,23005.0,6899.0,4230.0,37,037,2020
406,"Cleveland County, North Carolina",97765.0,72430.0,20260.0,3618.0,43512.0,8271.0,1442.0,1440.0,2147.0,1250.0,877.0,774.0,1407.0,716.0,665.0,1707.0,24670.0,11419.0,1266.0,37,045,2020
407,"Cumberland County, North Carolina",334562.0,162289.0,124500.0,40081.0,48177.0,34673.0,2741.0,3513.0,4398.0,2789.0,2132.0,1258.0,5856.0,4055.0,4963.0,11370.0,65638.0,61894.0,9242.0,37,051,2020
408,"Davidson County, North Carolina",166837.0,140969.0,15760.0,12265.0,50454.0,15627.0,2077.0,2627.0,3570.0,2800.0,1408.0,954.0,1731.0,753.0,763.0,3167.0,48642.0,18913.0,5596.0,37,057,2020
409,"Durham County, North Carolina",317665.0,161588.0,112965.0,43051.0,62812.0,56443.0,2812.0,4195.0,4412.0,2686.0,1659.0,1756.0,4922.0,2341.0,1891.0,6592.0,72145.0,57983.0,28913.0,37,063,2020
410,"Franklin County, North Carolina",68027.0,45378.0,16389.0,5875.0,58172.0,7271.0,607.0,1403.0,1292.0,1207.0,456.0,218.0,874.0,574.0,239.0,1361.0,18838.0,6891.0,2562.0,37,069,2020
411,"Graham County, North Carolina",8501.0,7443.0,16.0,318.0,42207.0,549.0,178.0,163.0,190.0,154.0,81.0,153.0,102.0,83.0,11.0,71.0,2940.0,581.0,190.0,37,075,2020
412,"Guilford County, North Carolina",532956.0,288050.0,182467.0,43379.0,54794.0,83397.0,5368.0,6452.0,9560.0,5726.0,3653.0,3747.0,8954.0,4383.0,3990.0,9986.0,122959.0,85275.0,31076.0,37,081,2020
413,"Haywood County, North Carolina",61862.0,58482.0,541.0,2557.0,51548.0,7923.0,817.0,1752.0,1611.0,1353.0,880.0,549.0,577.0,145.0,233.0,1136.0,19547.0,7344.0,771.0,37,087,2020
414,"Hyde County, North Carolina",5089.0,3231.0,1501.0,677.0,46667.0,303.0,112.0,102.0,180.0,33.0,60.0,3.0,8.0,2.0,0.0,106.0,1307.0,749.0,213.0,37,095,2020
415,"Johnston County, North Carolina",203308.0,152289.0,32889.0,27928.0,61806.0,23073.0,1953.0,2543.0,3376.0,1682.0,1191.0,1069.0,2463.0,1472.0,1161.0,3092.0,52812.0,18520.0,10758.0,37,101,2020
416,"Lenoir County, North Carolina",56350.0,29875.0,21871.0,4434.0,39923.0,4314.0,785.0,938.0,1141.0,582.0,743.0,519.0,582.0,315.0,307.0,925.0,13359.0,10135.0,1352.0,37,107,2020
417,"Macon County, North Carolina",35172.0,32746.0,522.0,2543.0,45703.0,4182.0,451.0,879.0,1332.0,899.0,532.0,430.0,399.0,241.0,240.0,385.0,11708.0,4354.0,1179.0,37,113,2020
418,"Mecklenburg County, North Carolina",1095170.0,568313.0,346514.0,146710.0,69240.0,223029.0,8226.0,10616.0,14468.0,8456.0,4567.0,5122.0,13312.0,6341.0,6323.0,22257.0,237994.0,183956.0,108091.0,37,119,2020
419,"Stanly County, North Carolina",62050.0,51637.0,7206.0,2706.0,54104.0,5526.0,810.0,1076.0,1406.0,759.0,622.0,578.0,730.0,353.0,424.0,1129.0,17821.0,6028.0,1164.0,37,167,2020
420,"Swain County, North Carolina",14241.0,9221.0,95.0,860.0,45554.0,1225.0,288.0,116.0,312.0,184.0,177.0,156.0,107.0,116.0,157.0,247.0,4295.0,1446.0,232.0,37,173,2020
421,"Union County, North Carolina",235767.0,187121.0,27297.0,26526.0,82557.0,37178.0,1906.0,2740.0,3930.0,2511.0,1060.0,1067.0,3649.0,1511.0,1985.0,3735.0,64363.0,13428.0,11383.0,37,179,2020
422,"Warren County, North Carolina",19746.0,7707.0,9913.0,761.0,37476.0,1427.0,280.0,454.0,610.0,359.0,399.0,114.0,536.0,94.0,45.0,315.0,5821.0,2301.0,325.0,37,185,2020
423,"Wayne County, North Carolina",123785.0,76823.0,37614.0,14944.0,47221.0,11249.0,1200.0,1643.0,2692.0,1516.0,1105.0,587.0,1656.0,1156.0,858.0,2848.0,30316.0,17882.0,6514.0,37,191,2020
424,"Yadkin County, North Carolina",37589.0,34336.0,1211.0,4198.0,46954.0,2741.0,432.0,687.0,848.0,560.0,449.0,272.0,362.0,318.0,143.0,687.0,11657.0,3590.0,1531.0,37,197,2020
425,"Alamance County, North Carolina",166144.0,114429.0,32917.0,21153.0,51580.0,19504.0,1867.0,2277.0,2960.0,1940.0,1491.0,1232.0,2997.0,948.0,1374.0,2924.0,43538.0,21917.0,8858.0,37,001,2020
426,"Alexander County, North Carolina",37271.0,32670.0,1924.0,1779.0,51329.0,2683.0,535.0,642.0,905.0,705.0,402.0,275.0,426.0,237.0,42.0,934.0,11232.0,2817.0,787.0,37,003,2020
427,"Alleghany County, North Carolina",11085.0,10526.0,183.0,1080.0,37158.0,1069.0,122.0,388.0,336.0,267.0,130.0,169.0,173.0,56.0,40.0,69.0,3774.0,1227.0,299.0,37,005,2020
428,"Ashe County, North Carolina",27009.0,25891.0,199.0,1349.0,43030.0,2785.0,430.0,671.0,866.0,622.0,309.0,233.0,271.0,198.0,149.0,280.0,9393.0,2492.0,548.0,37,009,2020
429,"Avery County, North Carolina",17510.0,16099.0,762.0,877.0,42695.0,1963.0,203.0,292.0,616.0,301.0,228.0,170.0,231.0,87.0,143.0,390.0,5105.0,1464.0,376.0,37,011,2020
430,"Bertie County, North Carolina",19081.0,6641.0,11803.0,405.0,35042.0,1256.0,198.0,292.0,604.0,354.0,283.0,90.0,186.0,101.0,67.0,547.0,5691.0,2317.0,95.0,37,015,2020
431,"Bladen County, North Carolina",33209.0,19225.0,11520.0,2514.0,37188.0,3070.0,527.0,567.0,984.0,783.0,244.0,97.0,454.0,235.0,158.0,448.0,9666.0,3728.0,966.0,37,017,2020
432,"Buncombe County, North Carolina",259576.0,227845.0,15957.0,17396.0,55032.0,48024.0,3487.0,4415.0,6091.0,3902.0,1990.0,2696.0,2878.0,1058.0,1467.0,4288.0,66631.0,38546.0,8935.0,37,021,2020
433,"Burke County, North Carolina",90148.0,75763.0,5521.0,5622.0,43915.0,7076.0,1030.0,1754.0,2073.0,1394.0,782.0,949.0,1495.0,712.0,704.0,1571.0,26926.0,8738.0,2398.0,37,023,2020
434,"Caldwell County, North Carolina",82056.0,72500.0,3509.0,4677.0,46094.0,6480.0,1189.0,1670.0,1981.0,1381.0,803.0,542.0,920.0,443.0,548.0,1422.0,24057.0,8741.0,1565.0,37,027,2020
435,"Camden County, North Carolina",10654.0,8721.0,1181.0,325.0,63834.0,1035.0,214.0,164.0,175.0,139.0,92.0,89.0,86.0,57.0,21.0,102.0,3010.0,902.0,86.0,37,029,2020
436,"Caswell County, North Carolina",22619.0,14241.0,7391.0,958.0,47938.0,1719.0,241.0,350.0,792.0,449.0,175.0,134.0,471.0,140.0,74.0,436.0,6676.0,2317.0,205.0,37,033,2020
437,"Catawba County, North Carolina",158507.0,124385.0,13148.0,15636.0,54690.0,17844.0,1826.0,2184.0,3727.0,2152.0,1463.0,999.0,1979.0,1313.0,916.0,2529.0,44608.0,18332.0,6257.0,37,035,2020
438,"Cherokee County, North Carolina",28413.0,26433.0,365.0,980.0,40793.0,2905.0,324.0,779.0,1345.0,854.0,358.0,295.0,157.0,75.0,144.0,522.0,10230.0,2316.0,372.0,37,039,2020
439,"Chowan County, North Carolina",13995.0,8463.0,4790.0,502.0,44050.0,1439.0,166.0,236.0,507.0,250.0,147.0,176.0,70.0,47.0,24.0,216.0,4162.0,2227.0,180.0,37,041,2020
440,"Clay County, North Carolina",11150.0,10754.0,215.0,385.0,42160.0,1524.0,60.0,352.0,534.0,520.0,67.0,49.0,99.0,44.0,15.0,109.0,3866.0,1434.0,230.0,37,043,2020
441,"Columbus County, North Carolina",55659.0,34770.0,16519.0,3061.0,38487.0,3415.0,654.0,875.0,1493.0,851.0,600.0,326.0,591.0,320.0,411.0,1206.0,15531.0,6014.0,1105.0,37,047,2020
442,"Craven County, North Carolina",102290.0,71278.0,21899.0,7644.0,53894.0,10473.0,940.0,1923.0,2433.0,1685.0,1029.0,768.0,1498.0,1460.0,1298.0,3467.0,26646.0,14356.0,2540.0,37,049,2020
443,"Currituck County, North Carolina",27210.0,24261.0,1496.0,1138.0,73741.0,3540.0,417.0,502.0,445.0,377.0,243.0,133.0,278.0,173.0,50.0,416.0,9113.0,1755.0,299.0,37,053,2020
444,"Dare County, North Carolina",36698.0,33445.0,1223.0,2720.0,65420.0,7062.0,598.0,715.0,1192.0,586.0,339.0,311.0,340.0,143.0,170.0,517.0,12062.0,3768.0,1131.0,37,055,2020
445,"Davie County, North Carolina",42543.0,37696.0,2035.0,2940.0,62028.0,4906.0,604.0,726.0,1079.0,842.0,481.0,222.0,410.0,229.0,83.0,752.0,13384.0,2919.0,1389.0,37,059,2020
446,"Duplin County, North Carolina",58965.0,40646.0,13655.0,13225.0,43422.0,4087.0,830.0,865.0,1336.0,968.0,463.0,360.0,726.0,339.0,522.0,855.0,15415.0,6022.0,5780.0,37,061,2020
447,"Edgecombe County, North Carolina",52069.0,20497.0,29920.0,2512.0,40489.0,4214.0,682.0,1008.0,990.0,761.0,464.0,382.0,496.0,389.0,304.0,830.0,12864.0,7936.0,888.0,37,065,2020
448,"Forsyth County, North Carolina",378499.0,242798.0,98741.0,49324.0,53583.0,53484.0,3837.0,5014.0,6890.0,4744.0,2728.0,2365.0,5662.0,2790.0,1857.0,7274.0,92746.0,56144.0,19690.0,37,067,2020
449,"Gaston County, North Carolina",222119.0,168479.0,36817.0,16172.0,53474.0,23333.0,2667.0,3387.0,3721.0,2585.0,1597.0,1212.0,2658.0,1435.0,1160.0,3974.0,56285.0,29001.0,6470.0,37,071,2020
450,"Gates County, North Carolina",11519.0,7260.0,3638.0,11.0,45871.0,640.0,216.0,221.0,218.0,254.0,74.0,97.0,193.0,35.0,12.0,267.0,3631.0,1059.0,74.0,37,073,2020
451,"Granville County, North Carolina",59823.0,36105.0,17635.0,4941.0,56924.0,6801.0,734.0,1041.0,1124.0,659.0,687.0,268.0,929.0,563.0,396.0,1132.0,16184.0,5383.0,1439.0,37,077,2020
452,"Greene County, North Carolina",20987.0,11961.0,7087.0,3213.0,43563.0,1152.0,227.0,376.0,416.0,307.0,100.0,76.0,487.0,142.0,78.0,371.0,5026.0,2192.0,1360.0,37,079,2020
453,"Halifax County, North Carolina",50678.0,20078.0,26439.0,1510.0,35904.0,3567.0,842.0,907.0,1012.0,924.0,501.0,278.0,546.0,217.0,260.0,935.0,12985.0,8076.0,574.0,37,083,2020
454,"Harnett County, North Carolina",134328.0,89770.0,28169.0,17509.0,54565.0,13043.0,1148.0,1420.0,2126.0,1133.0,817.0,671.0,1783.0,834.0,933.0,2297.0,30780.0,15745.0,4563.0,37,085,2020
455,"Henderson County, North Carolina",116298.0,105339.0,4168.0,11835.0,58928.0,17369.0,1781.0,2149.0,3590.0,2908.0,1453.0,1454.0,1147.0,524.0,621.0,1576.0,36894.0,12821.0,4279.0,37,089,2020
456,"Hertford County, North Carolina",23752.0,8255.0,14295.0,885.0,42588.0,1519.0,325.0,495.0,443.0,372.0,232.0,154.0,570.0,294.0,180.0,404.0,5933.0,2970.0,568.0,37,091,2020
457,"Hoke County, North Carolina",54590.0,24060.0,18320.0,7592.0,51140.0,4432.0,403.0,586.0,761.0,314.0,142.0,263.0,696.0,359.0,259.0,903.0,12542.0,5906.0,2129.0,37,093,2020
458,"Iredell County, North Carolina",178853.0,143147.0,21605.0,13958.0,62551.0,25574.0,1982.0,2714.0,3424.0,2187.0,1250.0,1171.0,2134.0,1133.0,1171.0,2960.0,49129.0,19245.0,7494.0,37,097,2020
459,"Jackson County, North Carolina",43435.0,36039.0,899.0,2663.0,46820.0,4402.0,479.0,684.0,1368.0,555.0,497.0,372.0,1165.0,657.0,703.0,1424.0,10827.0,6181.0,1150.0,37,099,2020
460,"Jones County, North Carolina",9453.0,6079.0,2790.0,480.0,38324.0,775.0,108.0,270.0,285.0,170.0,127.0,13.0,82.0,39.0,23.0,87.0,3021.0,1048.0,127.0,37,103,2020
461,"Lee County, North Carolina",61083.0,44316.0,11994.0,11761.0,52294.0,5934.0,475.0,1048.0,1212.0,797.0,497.0,346.0,755.0,459.0,128.0,1129.0,14435.0,7855.0,3720.0,37,105,2020
462,"Lincoln County, North Carolina",84580.0,75047.0,4190.0,6083.0,59592.0,9635.0,1132.0,1440.0,1810.0,1254.0,769.0,503.0,946.0,308.0,302.0,1608.0,25486.0,8135.0,2367.0,37,109,2020
463,"McDowell County, North Carolina",45402.0,41218.0,1672.0,2798.0,47085.0,4315.0,562.0,744.0,1330.0,776.0,507.0,399.0,426.0,195.0,220.0,741.0,13474.0,4801.0,1470.0,37,111,2020
464,"Madison County, North Carolina",21608.0,20496.0,320.0,533.0,46190.0,2936.0,265.0,376.0,732.0,488.0,224.0,107.0,457.0,201.0,156.0,353.0,6271.0,2102.0,243.0,37,115,2020
465,"Martin County, North Carolina",22644.0,12132.0,9523.0,942.0,39909.0,1556.0,352.0,384.0,653.0,577.0,86.0,164.0,248.0,79.0,130.0,311.0,6371.0,3251.0,486.0,37,117,2020
466,"Mitchell County, North Carolina",14959.0,14322.0,21.0,848.0,48841.0,1633.0,273.0,359.0,390.0,384.0,113.0,211.0,151.0,45.0,62.0,289.0,5098.0,1304.0,461.0,37,121,2020
467,"Montgomery County, North Carolina",27223.0,20566.0,4729.0,4201.0,45147.0,2135.0,484.0,658.0,463.0,527.0,275.0,172.0,330.0,145.0,204.0,519.0,7521.0,2744.0,1933.0,37,123,2020
468,"Moore County, North Carolina",99263.0,80195.0,10994.0,6848.0,63324.0,17332.0,1537.0,1767.0,2526.0,2381.0,1266.0,1136.0,1194.0,473.0,502.0,1096.0,31179.0,9396.0,2569.0,37,125,2020
469,"Nash County, North Carolina",94287.0,48456.0,38174.0,6692.0,49949.0,9570.0,1028.0,1361.0,2454.0,1260.0,403.0,856.0,1169.0,358.0,765.0,1785.0,24158.0,13213.0,2785.0,37,127,2020
470,"New Hanover County, North Carolina",231448.0,186681.0,30436.0,13197.0,56689.0,44210.0,2178.0,3935.0,4879.0,2867.0,1985.0,1925.0,3555.0,2090.0,2569.0,5570.0,57212.0,40786.0,5464.0,37,129,2020
471,"Northampton County, North Carolina",19672.0,7740.0,10903.0,467.0,38969.0,1538.0,432.0,473.0,456.0,357.0,206.0,294.0,158.0,178.0,215.0,166.0,5994.0,2430.0,189.0,37,131,2020
472,"Onslow County, North Carolina",198377.0,146790.0,28312.0,25483.0,51560.0,17433.0,1516.0,1763.0,1823.0,1518.0,890.0,593.0,6955.0,5717.0,6097.0,13638.0,35858.0,30273.0,2484.0,37,133,2020
473,"Orange County, North Carolina",146354.0,110108.0,16364.0,12373.0,74803.0,23792.0,1844.0,1858.0,2395.0,1612.0,858.0,547.0,3620.0,2087.0,2277.0,3828.0,33950.0,19272.0,9572.0,37,135,2020
474,"Pamlico County, North Carolina",12673.0,9671.0,2355.0,511.0,48531.0,1185.0,247.0,255.0,588.0,266.0,226.0,221.0,156.0,88.0,28.0,221.0,4229.0,1277.0,215.0,37,137,2020
475,"Pasquotank County, North Carolina",39775.0,22930.0,14334.0,2302.0,54439.0,3947.0,547.0,524.0,732.0,458.0,340.0,286.0,734.0,218.0,314.0,661.0,9144.0,5641.0,495.0,37,139,2020
476,"Pender County, North Carolina",61891.0,47895.0,8791.0,4521.0,60044.0,8390.0,553.0,1256.0,1437.0,802.0,627.0,379.0,811.0,482.0,258.0,868.0,18390.0,4422.0,1421.0,37,141,2020
477,"Perquimans County, North Carolina",13513.0,9962.0,3203.0,369.0,51036.0,1169.0,244.0,225.0,569.0,344.0,237.0,133.0,162.0,145.0,33.0,99.0,4587.0,1299.0,97.0,37,143,2020
478,"Person County, North Carolina",39561.0,26525.0,10075.0,1756.0,57323.0,3121.0,506.0,762.0,846.0,774.0,197.0,247.0,508.0,155.0,351.0,522.0,12626.0,3527.0,817.0,37,145,2020
479,"Pitt County, North Carolina",179961.0,101118.0,62752.0,11526.0,49337.0,22413.0,1976.0,2022.0,2497.0,1890.0,989.0,693.0,3865.0,2156.0,1853.0,6499.0,37214.0,33469.0,5363.0,37,147,2020
480,"Polk County, North Carolina",20682.0,18768.0,996.0,1230.0,52125.0,3297.0,420.0,322.0,782.0,617.0,359.0,368.0,176.0,203.0,43.0,246.0,6995.0,2257.0,481.0,37,149,2020
481,"Randolph County, North Carolina",143460.0,120630.0,8855.0,16739.0,48984.0,11498.0,2049.0,1805.0,3306.0,2055.0,1334.0,905.0,1684.0,850.0,654.0,2658.0,41432.0,15358.0,6348.0,37,151,2020
482,"Richmond County, North Carolina",44759.0,27065.0,14269.0,2973.0,39051.0,3519.0,378.0,693.0,1141.0,627.0,388.0,238.0,445.0,488.0,454.0,914.0,12000.0,6201.0,767.0,37,153,2020
483,"Robeson County, North Carolina",131656.0,35898.0,31370.0,11688.0,35362.0,7949.0,1166.0,1935.0,2554.0,1493.0,914.0,521.0,2188.0,1266.0,992.0,2369.0,30438.0,15443.0,3996.0,37,155,2020
484,"Rockingham County, North Carolina",91051.0,68154.0,16580.0,5630.0,45697.0,6666.0,1139.0,1757.0,2103.0,1625.0,1009.0,491.0,924.0,395.0,599.0,1545.0,26792.0,11740.0,2112.0,37,157,2020
485,"Rowan County, North Carolina",140978.0,107430.0,22737.0,12736.0,51054.0,13975.0,1645.0,2462.0,2811.0,2352.0,888.0,977.0,1862.0,849.0,759.0,2802.0,37719.0,16418.0,4974.0,37,159,2020
486,"Rutherford County, North Carolina",66741.0,57134.0,6138.0,3047.0,43183.0,6250.0,1018.0,1220.0,1809.0,1169.0,660.0,510.0,850.0,429.0,326.0,938.0,19714.0,7811.0,1010.0,37,161,2020
487,"Sampson County, North Carolina",63284.0,38439.0,16115.0,12665.0,42914.0,4318.0,600.0,1144.0,1208.0,816.0,804.0,296.0,790.0,470.0,367.0,1095.0,16678.0,6484.0,4773.0,37,163,2020
488,"Scotland County, North Carolina",34921.0,15069.0,13542.0,1126.0,35936.0,2405.0,389.0,579.0,725.0,405.0,304.0,244.0,563.0,208.0,215.0,692.0,7749.0,5202.0,516.0,37,165,2020
489,"Stokes County, North Carolina",45688.0,42399.0,1810.0,1485.0,51668.0,3093.0,761.0,768.0,1011.0,857.0,422.0,331.0,433.0,139.0,219.0,874.0,15270.0,4338.0,665.0,37,169,2020
490,"Surry County, North Carolina",71904.0,64195.0,2703.0,7822.0,44979.0,6234.0,977.0,1311.0,1624.0,1337.0,621.0,608.0,839.0,411.0,320.0,1363.0,21075.0,7926.0,2627.0,37,171,2020
491,"Transylvania County, North Carolina",34039.0,31138.0,1454.0,1131.0,51509.0,5481.0,686.0,633.0,1246.0,999.0,566.0,556.0,503.0,167.0,232.0,670.0,11071.0,3577.0,548.0,37,175,2020
492,"Tyrrell County, North Carolina",3978.0,2330.0,1422.0,175.0,38250.0,240.0,34.0,65.0,98.0,136.0,13.0,42.0,35.0,5.0,20.0,170.0,1204.0,448.0,113.0,37,177,2020
493,"Vance County, North Carolina",44614.0,18644.0,21924.0,3567.0,41827.0,3499.0,414.0,904.0,880.0,649.0,368.0,197.0,575.0,196.0,549.0,642.0,9807.0,7088.0,1738.0,37,181,2020
494,"Wake County, North Carolina",1091662.0,696626.0,220232.0,110961.0,83567.0,244831.0,7886.0,12259.0,15511.0,8741.0,4938.0,5630.0,15417.0,7516.0,6635.0,20070.0,262278.0,148274.0,79536.0,37,183,2020
495,"Washington County, North Carolina",11788.0,5416.0,5727.0,644.0,30941.0,884.0,120.0,182.0,470.0,180.0,135.0,170.0,192.0,198.0,15.0,251.0,3327.0,1910.0,169.0,37,187,2020
496,"Watauga County, North Carolina",55669.0,52021.0,958.0,2091.0,46453.0,7628.0,610.0,1075.0,972.0,762.0,556.0,250.0,2274.0,2147.0,869.0,2561.0,13063.0,8390.0,1219.0,37,189,2020
497,"Wilkes County, North Carolina",68341.0,61780.0,2642.0,4515.0,44980.0,5480.0,850.0,1248.0,1839.0,1277.0,756.0,571.0,689.0,561.0,464.0,904.0,21931.0,6971.0,1692.0,37,193,2020
498,"Wilson County, North Carolina",81579.0,40722.0,32464.0,8577.0,44594.0,7438.0,1092.0,1618.0,1377.0,1169.0,711.0,418.0,1168.0,637.0,373.0,1422.0,19322.0,12646.0,3023.0,37,195,2020
499,"Yancey County, North Carolina",17870.0,17004.0,114.0,928.0,44554.0,1596.0,232.0,463.0,534.0,323.0,307.0,230.0,167.0,42.0,114.0,313.0,5444.0,2022.0,334.0,37,199,2020
500,"Adams County, Pennsylvania",106115.0,94377.0,1952.0,8213.0,84092.0,11143.0,1861.0,1878.0,3007.0,1906.0,1198.0,925.0,1878.0,862.0,846.0,1930.0,32214.0,8627.0,2200.0,42,001,2024
